id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
974377261984342420,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,29090976,Sascha,Kreis 3,Sihlfeld,47.373345718473665,8.51411560658818,Entire home/apt,135,3,0,,,1,224,0,
974598935275418456,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,47268422,Jonathan,Kreis 4,Langstrasse,47.37811045157288,8.527926486790793,Private room,,2,0,,,1,0,0,
974715669040646715,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 2.5 shared baths,50589115,Yuan,Kreis 2,Enge,47.35277776953234,8.533509595451902,Private room,103,1,4,2023-09-26,1.11,4,94,4,
974752527133955735,Rental unit in Zürich · ★4.44 · 1 bedroom · 2 beds · 1 bath,1229459,Swissstay,Kreis 7,Hottingen,47.36750679013169,8.55900962389422,Entire home/apt,148,2,9,2023-12-23,2.90,55,77,9,
975242261185836482,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,1229459,Swissstay,Kreis 7,Hirslanden,47.36186828645679,8.560264317020485,Entire home/apt,136,1,1,2023-10-20,0.43,55,267,1,
975296739878010475,Rental unit in Zürich · 2 bedrooms · 3 beds · 2 baths,6710216,Olga,Kreis 9,Albisrieden,47.37739522736393,8.490070891727536,Entire home/apt,,2,0,,,1,261,0,
975793681946584631,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,1229459,Swissstay,Kreis 12,Hirzenbach,47.402885231265806,8.582941883459785,Entire home/apt,134,2,2,2023-10-11,0.69,55,263,2,
976199247820636323,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,536186531,Martina,Kreis 4,Langstrasse,47.37565246664594,8.523259072073548,Entire home/apt,101,4,1,2023-10-04,0.35,1,2,1,
976695631708881225,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,104333234,Melanie,Kreis 2,Wollishofen,47.3330162,8.5296042,Private room,48,30,2,2023-11-01,0.71,1,85,2,
976708124121149704,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,213698794,Alexa,Kreis 1,Rathaus,47.37258480924758,8.54486078390506,Private room,,3,0,,,1,89,0,
977214163737113496,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,536379639,Steffen,Kreis 3,Alt-Wiedikon,47.36518,8.52095,Private room,110,5,0,,,1,29,0,
977281014957317636,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,93596501,Alina,Kreis 7,Fluntern,47.378220026114555,8.557854011386592,Entire home/apt,150,3,0,,,2,111,0,
977471916472716735,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,407597414,Doreen,Kreis 4,Langstrasse,47.3754743,8.5289319,Entire home/apt,,1,2,2023-09-24,0.62,1,0,2,
977516314659058205,Rental unit in Zürich · 1 bedroom · 1 bed · 2 baths,336827675,Albergo Diffuso,Kreis 4,Hard,47.38094201060214,8.506645524957444,Entire home/apt,100,1,0,,,11,131,0,
978131929466028036,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 2 shared baths,5381572,Yakir,Kreis 3,Alt-Wiedikon,47.3632748,8.5209096,Private room,99,1,5,2023-10-08,1.42,2,0,5,
978690036690086295,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,87657149,Damien,Kreis 3,Alt-Wiedikon,47.37026766495734,8.51744772070543,Entire home/apt,140,3,1,2023-09-24,0.32,1,40,1,
978711735980247630,Rental unit in Zürich · ★4.58 · 1 bedroom · 1 bed · 1 bath,34808202,Kathrin & Alex,Kreis 4,Hard,47.37635933792568,8.51598469629517,Entire home/apt,119,2,12,2023-12-10,4.34,3,207,12,
978933502539684194,Rental unit in Zürich · 1 bedroom · 1 bed · 2 baths,434204093,Blueground,Kreis 3,Friesenberg,47.3620715,8.504189100000001,Entire home/apt,170,30,0,,,105,300,0,
978933830747853849,Rental unit in Zürich · 2 bedrooms · 2 beds · 2 baths,434204093,Blueground,Kreis 3,Friesenberg,47.36207,8.50419,Entire home/apt,184,30,0,,,105,329,0,
978934193816991598,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,434204093,Blueground,Kreis 3,Friesenberg,47.3620715,8.504189100000001,Entire home/apt,205,30,0,,,105,96,0,
979097828640682398,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,23629439,Sophie,Kreis 10,Wipkingen,47.39175659395612,8.534118819069024,Entire home/apt,120,3,1,2023-10-10,0.37,1,82,1,
979736362714953520,Rental unit in Zürich · ★4.94 · 2 bedrooms · 2 beds · 1 bath,28383740,Andrin,Kreis 8,Weinegg,47.35030242772284,8.56688665396729,Entire home/apt,220,1,31,2023-12-15,9.30,1,72,31,
979812162034353530,Rental unit in Zürich · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,1229459,Swissstay,Kreis 8,Weinegg,47.36172273939382,8.559698741878517,Entire home/apt,197,2,4,2023-11-24,1.46,55,246,4,
980245591651988920,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath,537034215,Jörg,Kreis 1,Lindenhof,47.3729366,8.5397999,Entire home/apt,406,2,5,2023-12-17,2.17,1,346,5,
980400017124219470,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,91495562,Antoine,Kreis 7,Hottingen,47.36848980218758,8.565112750277995,Entire home/apt,,3,0,,,1,84,0,
980448194776628080,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,537133921,Mila,Kreis 3,Sihlfeld,47.369543406132216,8.502026760147707,Private room,81,4,2,2023-10-22,0.82,1,54,2,
980458464916533088,Serviced apartment in Zürich · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 3,Sihlfeld,47.37553193471296,8.516203332045619,Entire home/apt,69,5,1,2023-10-01,0.34,38,174,1,
980991695704452564,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,1229459,Swissstay,Kreis 11,Seebach,47.41771282716939,8.547969800947103,Entire home/apt,142,2,2,2023-12-18,0.88,55,167,2,
981198900189182800,Rental unit in Zürich · ★4.67 · 2 bedrooms · 3 beds · 1 bath,1229459,Swissstay,Kreis 12,Hirzenbach,47.40203341623024,8.585630686092799,Entire home/apt,125,2,9,2023-12-25,3.33,55,265,9,
981628303230540122,Rental unit in Zürich · 1 bedroom · 1 bed · 1.5 baths,43111694,Susanna,Kreis 7,Witikon,47.35715648253047,8.600369394264863,Private room,62,14,0,,,14,269,0,
981936319999212356,Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath,517323603,Annina,Kreis 2,Enge,47.36350541277929,8.532810075282404,Entire home/apt,116,2,0,,,1,6,0,
982286341931169722,Serviced apartment in Zürich · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 3,Sihlfeld,47.374012313695424,8.516178071084457,Entire home/apt,84,5,0,,,38,144,0,
982388672218589568,Rental unit in Zürich · ★4.63 · 1 bedroom · 1 bed · 2 baths,317937836,Seven,Kreis 11,Oerlikon,47.41251115648284,8.529937508503838,Private room,100,1,7,2023-11-29,2.76,1,0,7,
982987230303591612,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,80162730,Stefan & Lubica,Kreis 9,Albisrieden,47.37205756084025,8.499968908096756,Entire home/apt,118,3,8,2023-12-20,2.53,1,85,8,
983111136001177867,Serviced apartment in Zürich · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 3,Sihlfeld,47.37561557802929,8.51547583292404,Entire home/apt,79,5,0,,,38,51,0,
983863580177679534,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,462697047,Brigitta,Kreis 6,Oberstrass,47.383649222013055,8.55083663671952,Entire home/apt,132,4,4,2023-12-14,3.43,1,0,4,
984529975566942020,Rental unit in Zürich · ★4.70 · 1 bedroom · 1 bed · 1 bath,1285081,Philippo,Kreis 2,Wollishofen,47.3484,8.5334,Private room,100,1,10,2023-12-11,3.19,1,24,10,
984643482819848471,Rental unit in Zürich · ★4.83 · 1 bedroom · 1 bed · 1 bath,25160989,Simon,Kreis 2,Wollishofen,47.33835356346762,8.526308758961479,Private room,63,1,6,2023-12-21,1.96,1,205,6,
984731728669981091,Rental unit in Zürich · 2 bedrooms · 6 beds · 1 bath,460347574,Linda,Kreis 1,Rathaus,47.374251214935754,8.542691465501079,Entire home/apt,439,1,2,2023-11-05,0.67,9,265,2,
984804045020672480,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,420370006,Kamila,Kreis 4,Werd,47.3706886,8.5263855,Entire home/apt,,3,0,,,31,0,0,
985899079900891167,Serviced apartment in Zürich · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 4,Hard,47.37550737160717,8.516909442525723,Entire home/apt,101,5,0,,,38,116,0,
986036241996558550,Rental unit in Zürich · 3 bedrooms · 3 beds · 1.5 baths,48382157,Linda,Kreis 4,Langstrasse,47.3808,8.52564,Entire home/apt,280,3,0,,,1,141,0,
986251498485381841,Rental unit in Zürich · 1 bedroom · 2 beds · 2 baths,59366807,Regine,Kreis 7,Witikon,47.360529426087794,8.586838196148053,Entire home/apt,80,90,0,,,1,173,0,
986746802015951309,Rental unit in Zürich · 3 bedrooms · 3 beds · 1 bath,1229459,Swissstay,Kreis 12,Hirzenbach,47.402529212899346,8.583168839608522,Entire home/apt,141,2,0,,,55,260,0,
986900356009689245,Rental unit in Zürich · ★4.67 · 2 bedrooms · 2 beds · 1 bath,1229459,Swissstay,Kreis 12,Hirzenbach,47.40028845941226,8.583800229631445,Entire home/apt,132,2,3,2023-12-16,1.38,55,265,3,
987353593032557698,Rental unit in Zürich · Studio · 2 beds · 1 bath,13570663,Christian Robert,Kreis 8,Mühlebach,47.35042,8.56223,Entire home/apt,85,4,0,,,35,264,0,
987716165066422948,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,180508600,Shane,Kreis 11,Seebach,47.417177047362514,8.548191751301072,Entire home/apt,99,7,1,2023-09-28,0.33,1,145,1,
987800782761806012,Rental unit in Zürich · ★4.54 · 2 bedrooms · 3 beds · 1 bath,420370006,Kamila,Kreis 5,Gewerbeschule,47.382609274369884,8.532455938673912,Entire home/apt,177,1,13,2023-12-24,5.06,31,84,13,
988315692261713338,Rental unit in Zürich · ★5.0 · 2 bedrooms · 3 beds · 1 bath,23561865,Dimi,Kreis 7,Hirslanden,47.3614014,8.564901299999999,Entire home/apt,188,2,11,2023-12-18,4.52,61,28,11,
988958190968771043,Rental unit in Zürich · 2 bedrooms · 3 beds · 1.5 baths,123896618,Sharedlock,Kreis 10,Höngg,47.40401834181432,8.496637530783465,Entire home/apt,116,28,0,,,24,33,0,
989009812398694735,Rental unit in Zürich · 2 bedrooms · 3 beds · 2 baths,123896618,Sharedlock,Kreis 10,Höngg,47.40622001846476,8.496126616570203,Entire home/apt,128,1,1,2023-12-01,1,24,56,1,
989052072021028412,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,115522967,Crepulja,Kreis 11,Affoltern,47.4212711,8.5130612,Private room,50,1,2,2023-10-03,0.68,2,267,2,
989187854319276015,Rental unit in Zürich · 2 bedrooms · 1 bed · 1 bath,38360604,Elena,Kreis 10,Wipkingen,47.3923948,8.5258071,Entire home/apt,140,100,0,,,1,269,0,
989675071246429180,Rental unit in Zürich · ★4.47 · 1 bedroom · 3 beds · 1 bath,420370006,Kamila,Kreis 2,Enge,47.36486607993152,8.532549730248943,Entire home/apt,147,1,16,2023-12-25,7.16,31,0,16,
989752618659674953,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,42713633,Thomas,Kreis 7,Hirslanden,47.361896700522436,8.564404386806633,Entire home/apt,110,2,0,,,1,71,0,
989758589002691075,Rental unit in Zürich · ★4.60 · 1 bedroom · 2 beds · 1 bath,420370006,Kamila,Kreis 3,Sihlfeld,47.37562,8.51503,Entire home/apt,143,1,20,2023-12-19,7.06,31,144,20,
989932754496923109,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,532794372,Tales,Kreis 11,Affoltern,47.41765480642721,8.508165813982487,Private room,45,15,0,,,2,354,0,
989993614244117817,Rental unit in Zürich · ★4.80 · 1 bedroom · 1 bed · 1 bath,442339451,Mayker,Kreis 1,Rathaus,47.37308219504287,8.543455862017844,Entire home/apt,114,3,5,2023-12-12,3.19,1,12,5,
990270023182936674,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,400883336,Mete,Kreis 11,Seebach,47.431356075787356,8.543570637702942,Entire home/apt,,1,0,,,1,269,0,
990436928372668001,Rental unit in Zürich · ★4.50 · 2 bedrooms · 2 beds · 1 bath,451811418,Lukas,Kreis 4,Langstrasse,47.37905790000001,8.5268771,Entire home/apt,203,2,4,2023-11-26,1.54,4,162,4,
990467950418927342,Rental unit in Zürich · 2 bedrooms · 2 beds · 2.5 baths,4115498,Jonathan,Kreis 2,Enge,47.3655588,8.5369546,Entire home/apt,350,1,0,,,4,142,0,
990626889864505151,Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · Half-bath,48472755,Olga,Kreis 5,Escher Wyss,47.38975770223389,8.525763598130963,Private room,,2,7,2023-11-03,2.41,2,0,7,
990632404186441009,Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath,519556898,Elsa,Kreis 4,Langstrasse,47.3791089,8.532297699999999,Entire home/apt,110,13,0,,,1,0,0,
991023549884834078,Rental unit in Zürich · ★4.0 · 1 bedroom · 2 beds · 1 bath,3528377,Marc,Kreis 3,Alt-Wiedikon,47.36641509677538,8.522398566672095,Entire home/apt,128,1,7,2023-12-10,2.47,16,266,7,
991172509785453028,Rental unit in Zürich · ★4.40 · 2 bedrooms · 2 beds · 1 bath,451811418,Lukas,Kreis 4,Langstrasse,47.37905790000001,8.5268771,Entire home/apt,204,2,5,2023-11-19,2.14,4,164,5,
991752287064191427,Rental unit in Zürich · 2 bedrooms · 3 beds · 1.5 baths,123896618,Sharedlock,Kreis 10,Höngg,47.40431998590594,8.494754464618046,Entire home/apt,121,1,0,,,24,52,0,
991762349206681238,Rental unit in Zürich · 2 bedrooms · 3 beds · 2 baths,123896618,Sharedlock,Kreis 10,Höngg,47.404226346707716,8.49552708972515,Entire home/apt,200,28,0,,,24,15,0,
991908299869216485,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,143,1,2,2023-12-07,2,35,343,2,
992107156107583733,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,115522967,Crepulja,Kreis 11,Affoltern,47.4212711,8.5130612,Shared room,35,1,1,2023-10-05,0.36,2,268,1,
992532017161789206,Rental unit in Zürich · ★5.0 · 2 bedrooms · 4 beds · 2 baths,40555064,Roman,Kreis 3,Sihlfeld,47.37872028219999,8.507879526208361,Entire home/apt,150,2,3,2023-12-05,2.25,1,120,3,
992612350297100841,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,128,1,1,2023-12-10,1,35,348,1,
992616039421124411,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,169,1,1,2023-12-03,1,35,342,1,
992617806438020337,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,184,1,1,2023-11-20,0.77,35,332,1,
992619759120425007,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,149,1,2,2023-12-14,2,35,360,2,
992622438886403503,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,167,1,1,2023-12-18,1,35,355,1,
992623627987557268,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,148,1,0,,,35,354,0,
992624987636812039,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,165,1,0,,,35,361,0,
992626117749701275,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,129,1,0,,,35,344,0,
992627300145652986,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,128,1,0,,,35,365,0,
992668582803426046,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,146,1,0,,,35,360,0,
992669995420667785,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,203,3,0,,,35,0,0,
992671021892823152,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,207,3,0,,,35,0,0,
992672137643411384,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,213,3,0,,,35,0,0,
992676481483593175,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,191,3,2,2023-11-23,1.50,35,0,2,
992678575352462891,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,145,1,0,,,35,355,0,
992680794455585446,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,191,1,2,2023-12-11,1.71,35,336,2,
992681884132907667,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,207,3,0,,,35,0,0,
992682912965694946,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,202,3,0,,,35,0,0,
992684094340508415,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,202,3,0,,,35,0,0,
992688454849049297,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,175,1,0,,,35,361,0,
992689414738099620,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Alt-Wiedikon,47.3622529,8.5222201,Entire home/apt,143,1,1,2023-11-06,0.57,35,365,1,
993264463913539549,Rental unit in Zürich · 1 bedroom · 1 bed · Half-bath,131652132,Ulla,Kreis 7,Hottingen,47.37522384256263,8.563888035714626,Private room,250,1,0,,,1,270,0,
993567247515115020,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath,1329022,Ilan & Anna,Kreis 9,Altstetten,47.3869806,8.497351199999999,Entire home/apt,179,4,10,2023-12-17,3.70,2,10,10,
993585995453388059,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,4115498,Jonathan,Kreis 2,Wollishofen,47.3522974,8.528632,Private room,120,1,0,,,4,269,0,
994048559648510140,Rental unit in Zürich · 2 bedrooms · 2 beds · 1.5 baths,434204093,Blueground,Kreis 10,Wipkingen,47.39819,8.53221,Entire home/apt,178,30,0,,,105,340,0,
994134367742005114,Rental unit in Zürich · 2 bedrooms · 3 beds · 3 baths,540168358,Salim,Kreis 11,Oerlikon,47.40858,8.54354,Entire home/apt,197,1,0,,,2,164,0,
994142848310228268,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,540168358,Salim,Kreis 11,Oerlikon,47.412497678458436,8.531900201604056,Private room,100,2,1,2023-12-12,1,2,72,1,
994593256462034903,Rental unit in Zürich · ★4.71 · 2 bedrooms · 2 beds · 1 bath,3528377,Marc,Kreis 4,Hard,47.38490387125332,8.508231634097353,Entire home/apt,161,1,7,2023-12-10,3.75,16,266,7,
994886299364133561,Rental unit in Zürich · 2 bedrooms · 4 beds · 1 bath,17925726,Siro,Kreis 3,Sihlfeld,47.374029616048375,8.51906268720315,Entire home/apt,160,20,0,,,1,161,0,
994891477187307476,Rental unit in Zürich · ★5.0 · 2 bedrooms · 3 beds · 1 bath,1229459,Swissstay,Kreis 8,Weinegg,47.36025799311247,8.559393984386002,Entire home/apt,161,2,3,2023-11-25,1.23,55,252,3,
994912198728251302,Rental unit in Zürich · 2 bedrooms · 2 beds · 1.5 baths,1229459,Swissstay,Kreis 8,Weinegg,47.36091144568046,8.559673339287386,Entire home/apt,155,2,2,2023-11-04,0.87,55,213,2,
994938651205865855,Rental unit in Zürich · 1 bedroom · 1 bed · 2 baths,27521034,Michael,Kreis 6,Oberstrass,47.38355024174982,8.549313633620423,Entire home/apt,150,14,0,,,1,69,0,
995402919284608985,Rental unit in Zürich · ★4.33 · 4 bedrooms · 5 beds · 2 baths,1229459,Swissstay,Kreis 11,Seebach,47.41663201921466,8.547678753133754,Entire home/apt,226,2,3,2023-12-11,1.32,55,197,3,
995496372746320927,Rental unit in Zürich · 1 bedroom · 1 bed · 1.5 baths,365856,Alex,Kreis 8,Mühlebach,47.36048237207513,8.55456267314426,Entire home/apt,450,1,0,,,2,269,0,
996143261712755539,Rental unit in Zürich · 1 bedroom · 1 bed · 1.5 shared baths,33700719,Alina,Kreis 2,Enge,47.352952920224816,8.526975294991468,Private room,130,14,0,,,2,149,0,
996202946473512721,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,23561865,Dimi,Kreis 3,Sihlfeld,47.37173112434683,8.519262222140416,Entire home/apt,172,2,6,2023-12-10,4.39,61,41,6,
996276592982973444,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,451811418,Lukas,Kreis 11,Seebach,47.42250079999999,8.5452453,Entire home/apt,192,2,1,2023-12-08,1,4,84,1,
996833831301987325,Rental unit in Zürich · ★4.80 · 1 bedroom · 1 bed · 1 bath,125031525,Arber,Kreis 7,Fluntern,47.38426712158475,8.555994491217799,Private room,90,4,5,2023-12-20,3.75,1,20,5,
997001516369889118,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,90437848,Lukas,Kreis 2,Enge,47.357605295558685,8.525743220805637,Entire home/apt,300,2,0,,,5,268,0,
997533061347164980,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,4945446,Romano,Kreis 7,Fluntern,47.37583951621743,8.55791391407448,Entire home/apt,,2,0,,,1,0,0,
997890783624169938,Rental unit in Zürich · 2 bedrooms · 2 beds · 2 baths,459240930,Katerina,Kreis 6,Unterstrass,47.40122265412375,8.53210679829795,Entire home/apt,,30,0,,,1,125,0,
998288876575067232,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1 bath,90437848,Lukas,Kreis 4,Langstrasse,47.37945301217833,8.5267905932357,Entire home/apt,260,2,3,2023-12-16,1.48,5,0,3,
998316997467798765,Rental unit in Zürich · ★5.0 · 1 bedroom · 4 beds · 1 bath,24709656,Florin,Kreis 3,Sihlfeld,47.3717409,8.5204901,Private room,94,1,13,2023-12-24,5.82,1,57,13,
998499589977967345,Rental unit in Zürich · ★4.0 · 1 bedroom · 2 beds · 1 bath,420370006,Kamila,Kreis 8,Mühlebach,47.35875805723553,8.5582428628423,Entire home/apt,,1,6,2023-12-21,2.47,31,0,6,
998637401234018429,Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,264026,Vivian JJ,Kreis 5,Gewerbeschule,47.38370949999999,8.5275984,Private room,89,3,7,2023-12-12,3.04,1,94,7,
999039430666427190,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,434204093,Blueground,Kreis 4,Werd,47.3706886,8.5263855,Entire home/apt,152,30,1,2023-12-01,1,105,341,1,
999100351248035456,Rental unit in Zürich · ★4.38 · 1 bedroom · 2 beds · 1 bath,3528377,Marc,Kreis 4,Hard,47.383289058793906,8.507107018969094,Entire home/apt,117,1,8,2023-12-10,3.58,16,345,8,
999140106031326922,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,20769818,Marc,Kreis 5,Escher Wyss,47.38615626387686,8.515341789240043,Entire home/apt,223,2,1,2023-11-26,0.91,1,176,1,
999386179155200596,Rental unit in Zürich · ★4.67 · 1 bedroom · 1 bed · 1 bath,523565729,Slava,Kreis 2,Enge,47.3541053,8.526301499999999,Entire home/apt,131,2,3,2023-12-15,3,1,351,3,
999651743141729427,Rental unit in Zürich · ★4.43 · 2 bedrooms · 4 beds · 1 bath,348327394,Saschja,Kreis 6,Oberstrass,47.392428772922436,8.546347003775118,Entire home/apt,196,2,7,2023-11-26,3.00,4,3,7,
999803589998669467,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,336827675,Albergo Diffuso,Kreis 8,Mühlebach,47.355728199830224,8.556765794745994,Entire home/apt,222,1,0,,,11,270,0,
999928152063049842,Rental unit in Zürich · 2 bedrooms · 3 beds · 1 bath,289530029,Amiel,Kreis 4,Langstrasse,47.37721423239562,8.527602633051629,Entire home/apt,275,7,0,,,1,230,0,
1000002534324959087,Rental unit in Zürich · 2 bedrooms · 2 beds · 1.5 baths,2305228,Ksenia,Kreis 7,Hottingen,47.36997899724126,8.549667910624898,Entire home/apt,210,1,1,2023-11-05,0.56,1,168,1,
1000012549128793549,Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1.5 baths,541414255,Longstreet,Kreis 4,Langstrasse,47.3781283,8.5269262,Entire home/apt,109,1,2,2023-12-03,2,3,353,2,
1000301146876218940,Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath,251372408,Sarina,Kreis 9,Altstetten,47.386722729952574,8.487627536786269,Entire home/apt,99,7,0,,,1,59,0,
1000508267317520323,Serviced apartment in Zürich · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 11,Oerlikon,47.409219524990164,8.541827412978078,Entire home/apt,170,5,0,,,38,173,0,
1001233775656033014,Rental unit in Zürich · ★4.80 · 1 bedroom · 1 bed · 1 bath,45372143,Giacomo,Kreis 9,Albisrieden,47.374367,8.4899647,Private room,78,1,5,2023-12-08,2.27,1,11,5,
1001320472595958830,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,434204093,Blueground,Kreis 11,Seebach,47.4157838,8.5553838,Entire home/apt,175,30,0,,,105,248,0,
1001397712693152595,Rental unit in Zürich · 3 bedrooms · 1 bed · 1 bath,3577349,Natalie,Kreis 3,Sihlfeld,47.37139377739615,8.51536152156012,Entire home/apt,150,28,0,,,1,129,0,
1001921196690481318,Rental unit in Zürich · 3 bedrooms · 3 beds · 2 baths,21586343,Nadine,Kreis 6,Unterstrass,47.40305332861577,8.53105243521914,Entire home/apt,189,7,0,,,1,230,0,
1002041752486785981,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,541799331,Thomas,Kreis 3,Alt-Wiedikon,47.36184,8.51682,Entire home/apt,90,1,0,,,1,75,0,
1002089558843329485,Home in Zürich · ★New · 1 bedroom · 1 bed · 2 baths,271200015,Yevheniya,Kreis 9,Altstetten,47.391492916245895,8.48526311618011,Private room,,4,0,,,2,60,0,
