id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
73282,Rental unit in Zurich · ★4.78 · 1 bedroom · 1 bed · 1 bath,377532,Simona,Kreis 3,Sihlfeld,47.37167,8.51948,Entire home/apt,100,1125,47,2019-04-27,0.33,1,358,0,
178448,Rental unit in Zurich · ★4.89 · 1 bedroom · 1 bed · 1 bath,854016,Delphine,Kreis 2,Enge,47.36514,8.52615,Private room,60,5,9,2016-05-10,0.06,1,88,0,
204586,Rental unit in Zurich · 1 bedroom · 1 bed · 1 shared bath,1004816,Aicha,Kreis 10,Höngg,47.40644,8.48385,Private room,200,3,0,,,1,359,0,
222565,Home in Zurich · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,1155866,Ysabel,Kreis 2,Wollishofen,47.33438,8.54078,Private room,78,2,236,2023-12-10,1.59,2,0,12,
227039,Loft in Zurich · ★4.97 · 2 bedrooms · 2 beds · 1.5 baths,1184427,Lucas,Kreis 5,Escher Wyss,47.38942,8.51881,Entire home/apt,500,3,31,2023-08-22,0.21,1,257,1,
251204,Rental unit in Zurich · 1 bedroom · 1 bed · 1 bath,1224284,Urban,Kreis 10,Wipkingen,47.39282,8.52685,Entire home/apt,,5,1,2022-10-03,0.07,1,0,0,
253802,Rental unit in Zurich · ★5.0 · 1 bedroom · 1 bed · 2 baths,1333119,Marko,Kreis 1,Lindenhof,47.37356,8.53949,Entire home/apt,202,3,4,2023-06-17,0.43,1,364,4,
283737,Rental unit in Zurich · ★4.47 · 2 bedrooms · 2 beds · 1 bath,1477771,Nuria,Kreis 1,Rathaus,47.37372,8.54452,Entire home/apt,159,4,341,2023-12-04,2.35,2,162,45,
292351,Condo in Zürich · ★4.60 · 3 bedrooms · 9 beds · 2.5 baths,1513739,Anil,Kreis 4,Hard,47.38066,8.50657,Entire home/apt,,5,10,2023-07-31,0.14,1,0,1,
310964,Rental unit in Zurich · ★4.92 · 3 bedrooms · 2 beds · 2 baths,1266114,Kim,Kreis 1,Hochschulen,47.36713,8.54868,Entire home/apt,360,7,13,2019-01-06,0.09,1,270,0,
551321,Home in Zurich · ★4.89 · 1 bedroom · 1 bed · 2.5 baths,2709967,Stephanie,Kreis 3,Sihlfeld,47.37156,8.51412,Entire home/apt,115,2,21,2014-08-08,0.15,1,92,0,
577683,Rental unit in Zurich · ★5.0 · 1 bedroom · 3 beds · 1.5 baths,1240329,Claudio,Kreis 10,Höngg,47.4049,8.49555,Entire home/apt,180,5,7,2021-07-03,0.05,1,265,0,
606954,Rental unit in Zurich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,2659673,Esther,Kreis 3,Sihlfeld,47.36865,8.49948,Private room,,2,3,2020-03-10,0.03,1,0,0,
610348,Rental unit in Zurich · ★4.73 · 4 bedrooms · 6 beds · 2 baths,3026473,Leandra,Kreis 11,Oerlikon,47.40703,8.55232,Entire home/apt,240,4,136,2023-12-14,0.99,2,278,21,
620130,Rental unit in Zurich · ★4.84 · 1 bedroom · 2 beds · 1 bath,3072679,Felix,Kreis 10,Wipkingen,47.39278,8.53,Entire home/apt,185,3,25,2020-02-08,0.27,5,0,0,
644888,Rental unit in Zurich · ★4.80 · 3 bedrooms · 7 beds · 2 shared baths,3228273,Violetta,Kreis 3,Sihlfeld,47.37821,8.50637,Private room,95,4,16,2023-08-14,0.12,1,303,1,
652938,Rental unit in Zurich · ★4.94 · 1 bedroom · 1 bed · 1 bath,3275845,P.,Kreis 4,Werd,47.37307,8.53061,Private room,131,3,53,2017-09-28,0.38,1,365,0,
706972,Rental unit in Zurich · ★4.88 · 1 bedroom · 1 bed · 1 bath,3072679,Felix,Kreis 10,Wipkingen,47.39229,8.52951,Entire home/apt,134,3,8,2020-03-17,0.08,5,0,0,
706997,Rental unit in Zurich · ★4.0 · 1 bedroom · 3 beds · 1 bath,3072679,Felix,Kreis 10,Wipkingen,47.39364,8.5285,Entire home/apt,165,3,12,2019-05-31,0.09,5,0,0,
736917,Rental unit in Zurich · ★5.0 · 1 bedroom · 1 bed · 2 baths,3847136,Lars,Kreis 3,Alt-Wiedikon,47.36451,8.51342,Private room,78,5,6,2015-07-19,0.05,1,83,0,
743035,Home in Zurich · ★4.37 · 1 bedroom · 4 beds · 1 bath,3891818,Jacqueline,Kreis 3,Friesenberg,47.35491,8.48682,Entire home/apt,236,2,102,2023-09-03,0.80,1,202,13,
751660,Rental unit in Zurich · ★4.92 · 1 bedroom · 1 bed · 1 bath,3952536,Monica,Kreis 3,Sihlfeld,47.37531,8.51494,Entire home/apt,85,2,126,2023-05-20,0.93,1,0,2,
815055,Rental unit in Zurich · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,3693420,Nathalie,Kreis 2,Wollishofen,47.3366,8.53388,Private room,49,1,82,2023-07-03,0.62,1,54,2,
898829,Rental unit in Zurich · ★4.93 · 1 bedroom · 1 bed · 1 private bath,4797927,Pietro,Kreis 11,Seebach,47.42659,8.546569,Private room,61,1,283,2023-12-25,2.17,1,320,49,
944102,Rental unit in Zurich · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,4230023,Benjamin & Jan,Kreis 12,Schwamendingen-Mitte,47.4017,8.5684,Private room,75,3,77,2023-10-03,0.59,1,353,8,
1028631,Loft in Zurich · ★4.92 · 1 bedroom · 1 bed · 1 bath,1145413,Jurgita,Kreis 4,Werd,47.37362,8.5233,Entire home/apt,629,4,86,2023-06-26,0.66,1,122,1,
1126401,Rental unit in Zurich · ★5.0 · 4 bedrooms · 4 beds · 1.5 baths,5924039,Michael,Kreis 5,Gewerbeschule,47.38573,8.53126,Entire home/apt,350,7,4,2019-04-27,0.04,1,0,0,
1137339,Rental unit in Zurich · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,6238643,Bernadette,Kreis 10,Höngg,47.40177,8.49502,Private room,54,5,40,2023-06-11,0.34,2,213,5,
1179802,Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 1 bath,3072454,Christine,Kreis 4,Langstrasse,47.3788,8.5346,Entire home/apt,,3,212,2022-07-29,1.65,1,0,0,
1283510,Rental unit in Zurich · 4 bedrooms · 6 beds · 2 baths,6165726,Beat,Kreis 5,Escher Wyss,47.39436,8.50909,Entire home/apt,123,7,2,2017-08-08,0.02,1,56,0,
1296814,Rental unit in Zurich · ★4.80 · 1 bedroom · 1 bed · 1 bath,5777725,Carla,Kreis 8,Mühlebach,47.35749,8.55784,Entire home/apt,153,3,5,2019-07-05,0.04,1,362,0,
1473567,Rental unit in Zurich · ★4.62 · 1 bedroom · 1 bed · 1 bath,7888485,Heiko,Kreis 3,Friesenberg,47.36834,8.5026,Entire home/apt,94,1,26,2018-09-24,0.21,1,2,0,
1478873,Castle in Zurich · ★4.73 · 1 bedroom · 1 bed · 2 shared baths,7698073,Christos,Kreis 2,Enge,47.36063,8.53471,Private room,,1,74,2019-12-24,0.59,4,0,0,
1528138,Rental unit in Zurich · ★4.99 · 1 bedroom · 4 beds · 1 bath,8152499,Fredy,Kreis 6,Unterstrass,47.39393,8.53442,Entire home/apt,120,3,75,2021-08-01,0.60,1,0,0,
1532879,Rental unit in Zürich · ★New · 3 bedrooms · 3 beds · 1 bath,1177539,Barcelos,Kreis 4,Hard,47.3842915,8.5077803,Entire home/apt,176,31,0,,,1,269,0,
1556931,Rental unit in Zurich · ★3.50 · 1 bedroom · 3 beds · 1 bath,8288017,Mehdi,Kreis 12,Hirzenbach,47.40095,8.59041,Entire home/apt,225,1,40,2016-01-28,0.32,1,0,0,
1566319,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,7090119,Raichvarg,Kreis 8,Weinegg,47.35106,8.56784,Entire home/apt,300,5,2,2022-08-04,0.10,1,173,0,
1599790,Rental unit in Zurich · ★5.0 · 1 bedroom · 1 bed · 1 bath,8527761,Ben,Kreis 11,Oerlikon,47.40808,8.55491,Private room,158,1,6,2019-07-04,0.05,1,365,0,
1637876,Rental unit in Zurich · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,1275222,Yvonne,Kreis 7,Fluntern,47.38175,8.55171,Private room,78,2,522,2023-12-22,4.18,1,162,48,
1638930,Condo in Zurich · ★4.92 · 1 bedroom · 1 bed · 1 private bath,8699600,Ivo,Kreis 5,Gewerbeschule,47.38279,8.532,Private room,,1,294,2023-09-16,2.35,1,0,9,
1834747,Rental unit in Zurich · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,3387271,Rakesh,Kreis 1,Lindenhof,47.37313,8.53899,Private room,,2,39,2023-11-27,0.33,2,0,13,
1859135,Rental unit in Zurich · 1 bedroom · 2 beds · 1 bath,9700015,Esther,Kreis 7,Fluntern,47.37854,8.55935,Entire home/apt,,20,0,,,1,0,0,
1876794,Rental unit in Zurich · ★4.42 · 2 bedrooms · 1 bed · 1 bath,1599948,Boris,Kreis 7,Hottingen,47.36853,8.55149,Entire home/apt,147,1,12,2023-07-16,0.11,2,365,1,
1880893,Rental unit in Zurich · ★4.47 · 1 bedroom · 1 bed · 1 bath,1599948,Boris,Kreis 1,Hochschulen,47.36701,8.54944,Entire home/apt,139,1,19,2023-05-27,0.17,2,365,2,
1888122,Rental unit in Zürich · ★4.85 · Studio · 1 bed · 1 bath,9758486,Sandy,Kreis 8,Mühlebach,47.3656,8.54874,Entire home/apt,96,5,13,2023-11-27,0.38,1,112,10,
1942078,Rental unit in Zurich · ★4.65 · 2 bedrooms · 2 beds · 1.5 baths,3387271,Rakesh,Kreis 1,Lindenhof,47.37426,8.54035,Entire home/apt,220,2,17,2023-12-26,1.31,2,6,14,
1944658,Home in Zurich · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,620454,Reinhard,Kreis 6,Unterstrass,47.39289,8.53524,Private room,,7,22,2022-04-30,0.20,1,0,0,
1962016,Rental unit in Zurich · ★4.78 · 1 bedroom · 1 bed · 2 baths,9175734,Roland,Kreis 9,Altstetten,47.38122,8.49908,Private room,140,2,123,2023-12-02,1.02,1,363,9,
1982405,Rental unit in Zurich · ★4.71 · 1 bedroom · 1 bed · 1 bath,5614354,Subas,Kreis 10,Wipkingen,47.39325,8.53188,Entire home/apt,85,14,51,2023-10-03,0.43,2,154,5,
2004128,Rental unit in Zürich · ★4.89 · 1 bedroom · 1 bed · 1 bath,8658139,Malin,Kreis 4,Werd,47.37043,8.52843,Entire home/apt,165,5,29,2023-08-09,0.24,1,166,1,
2019124,Rental unit in Zurich · ★4.83 · 1 bedroom · 2 beds · 1 bath,4387358,Mo & Angelika,Kreis 5,Escher Wyss,47.38797,8.5122,Entire home/apt,202,14,23,2023-08-26,0.19,3,0,3,
2021797,Rental unit in Zurich · ★4.54 · 1 bedroom · 2 beds · 1.5 shared baths,10379615,Josh,Kreis 3,Alt-Wiedikon,47.36249,8.52253,Private room,65,28,138,2023-07-01,1.13,2,179,2,
2045519,Townhouse in Zürich · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,10487269,Christine,Kreis 7,Hottingen,47.36644,8.56301,Private room,54,5,91,2022-08-31,0.78,4,86,0,
2049847,Townhouse in Zürich · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,10487269,Christine,Kreis 7,Hottingen,47.36644,8.56301,Private room,54,30,105,2023-09-01,0.90,4,161,10,
2055920,Loft in Zurich · ★4.93 · 3 bedrooms · 3 beds · 2 baths,4387358,Mo & Angelika,Kreis 5,Gewerbeschule,47.38153,8.5288,Entire home/apt,400,7,14,2023-10-12,0.12,3,364,1,
2073042,Townhouse in Zurich · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,10487269,Christine,Kreis 7,Hottingen,47.36672,8.56401,Private room,54,90,57,2023-11-30,0.47,4,71,10,
2082084,Rental unit in Zurich · ★4.74 · 1 bedroom · 2 beds · 1.5 shared baths,10379615,Josh,Kreis 3,Alt-Wiedikon,47.36431,8.52174,Private room,60,28,126,2023-11-27,1.05,2,180,2,
2268476,Rental unit in Zurich · ★4.95 · 1 bedroom · 1 bed · 1 bath,11583529,Anna,Kreis 7,Hottingen,47.36838,8.55305,Entire home/apt,,3,217,2021-01-03,1.84,1,0,0,
2470664,Rental unit in Zurich · ★4.61 · 1 bedroom · 1 bed · 1 bath,10651736,Alberto,Kreis 1,Rathaus,47.37452,8.54549,Entire home/apt,100,20,51,2023-11-25,0.43,3,180,7,
2579889,Rental unit in Zurich · ★4.31 · 2 bedrooms · 3 beds · 1 bath,75558392,Filipa,Kreis 3,Alt-Wiedikon,47.36347,8.51845,Entire home/apt,164,1,607,2023-12-13,5.15,5,146,70,
2668952,Rental unit in Zurich · ★4.55 · Studio · 2 beds · 1 bath,13570663,Christian Robert,Kreis 1,Lindenhof,47.37554,8.54207,Entire home/apt,136,4,407,2023-10-17,3.56,35,332,34,
2679799,Rental unit in Zurich · ★4.93 · 1 bedroom · 2 beds · 1.5 shared baths,8061776,Salvia,Kreis 2,Wollishofen,47.3367,8.53347,Private room,,2,134,2023-10-01,1.14,3,0,36,
2741309,Home in Zurich · ★4.70 · 1 bedroom · 1 bed · 1 bath,14026777,Pat,Kreis 2,Wollishofen,47.33872,8.5359,Entire home/apt,82,1,24,2018-07-30,0.21,1,365,0,
2741410,Rental unit in Zürich · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,3111960,Ela,Kreis 7,Hirslanden,47.362244,8.561475,Private room,95,2,43,2023-10-07,0.54,1,149,18,
2759581,Rental unit in Zurich · ★4.73 · 1 bedroom · 1 bed · 1 bath,10651736,Alberto,Kreis 1,Rathaus,47.37569,8.54465,Entire home/apt,105,20,45,2023-11-27,0.39,3,183,8,
2785626,Rental unit in Zurich · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,10250756,Julie,Kreis 5,Escher Wyss,47.39022,8.51972,Entire home/apt,,4,49,2022-07-28,0.43,1,0,0,
2836559,Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 1 bath,7014021,Jonathan,Kreis 1,Lindenhof,47.37274,8.54002,Entire home/apt,178,2,71,2023-10-29,0.61,1,3,2,
2852452,Rental unit in Zürich · ★4.73 · 1 bedroom · 1 bed · 1 bath,9162952,Andreas,Kreis 6,Oberstrass,47.37753,8.54877,Entire home/apt,160,5,15,2022-11-01,0.13,1,85,0,
2869056,Rental unit in Zurich · ★5.0 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,98,1,4,2023-07-08,0.07,104,24,1,
2869081,Rental unit in Zurich · ★4.61 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,97,1,18,2020-01-06,0.17,104,18,0,
2869105,Rental unit in Zurich · ★4.50 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,91,1,14,2023-12-17,0.14,104,0,3,
2869130,Rental unit in Zurich · ★4.67 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,98,1,6,2019-08-03,0.05,104,0,0,
2920505,Rental unit in Zurich · ★4.54 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 1,Rathaus,47.37505,8.54372,Entire home/apt,160,1,24,2023-08-25,0.23,104,337,3,
2920543,Rental unit in Zurich · ★4.46 · Studio · 2 beds · 1 bath,12886487,Stephanie,Kreis 1,Rathaus,47.37505,8.54372,Entire home/apt,160,1,35,2023-11-27,0.31,104,335,5,
2920590,Rental unit in Zürich · ★4.52 · 2 bedrooms · 4 beds · 1 bath,12886487,Stephanie,Kreis 8,Mühlebach,47.36427,8.54935,Entire home/apt,163,1,64,2023-09-18,0.59,104,280,8,
2920698,Rental unit in Zurich · ★4.72 · 2 bedrooms · 4 beds · 1 bath,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,171,1,143,2023-12-20,1.26,104,333,30,
2920742,Rental unit in Zurich · ★4.47 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,160,1,45,2023-12-24,0.40,104,343,11,
2920780,Rental unit in Zurich · ★4.70 · 1 bedroom · 1 bed · 1 bath,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,165,1,33,2023-11-06,0.30,104,357,7,
2920806,Rental unit in Zurich · ★4.50 · Studio · 1 bed · 1 bath,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,164,1,6,2020-07-22,0.06,104,340,0,
2962635,Rental unit in Zurich · ★4.36 · Studio · 1 bed · 1 bath,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,158,1,25,2023-09-05,0.23,104,342,1,
3209659,Home in Zürich · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,19610180,Rossana,Kreis 9,Altstetten,47.3804,8.48076,Private room,59,30,32,2023-07-11,0.32,17,269,13,
3399418,Rental unit in Zurich · ★4.71 · Studio · 1 bed · 1 bath,10651736,Alberto,Kreis 1,Rathaus,47.37626,8.5434,Entire home/apt,96,21,38,2023-09-09,0.34,3,61,6,
3470221,Serviced apartment in Zurich · ★4.50 · Studio · 1 bed · 1 bath,17484617,Marie,Kreis 8,Mühlebach,47.35697,8.55664,Entire home/apt,220,3,4,2023-12-15,0.04,22,182,1,
3470708,Serviced apartment in Zurich · ★4.89 · 1 bedroom · 2 beds · 1 bath,17484617,Marie,Kreis 8,Mühlebach,47.35703,8.5567,Entire home/apt,275,3,9,2023-10-04,0.08,22,361,1,
3483175,Serviced apartment in Zurich · ★4.71 · 2 bedrooms · 2 beds · 2 baths,17484617,Marie,Kreis 8,Mühlebach,47.35578,8.5566,Entire home/apt,415,3,28,2022-08-30,0.25,22,0,0,
3487718,Serviced apartment in Zurich · ★4.64 · 1 bedroom · 1 bed · 1 bath,17484617,Marie,Kreis 8,Mühlebach,47.35578,8.55666,Entire home/apt,255,3,11,2022-11-15,0.10,22,182,0,
3631629,Rental unit in Zürich · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,18306611,Natalia,Kreis 8,Mühlebach,47.36455,8.54903,Entire home/apt,,7,47,2022-10-31,0.41,1,0,0,
3673115,Rental unit in Zurich · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,6225442,Gian,Kreis 4,Langstrasse,47.37551,8.53039,Private room,150,20,7,2019-11-10,0.06,1,0,0,
3680581,Rental unit in Zurich · ★4.16 · 2 bedrooms · 2 beds · 1.5 baths,4800368,Lizanne,Kreis 8,Seefeld,47.35603,8.55208,Entire home/apt,400,2,25,2023-07-03,0.22,1,364,2,
3681794,Rental unit in Zürich · ★5.0 · Studio · 1 bed · 1 bath,18715465,Joy,Kreis 7,Hottingen,47.36956,8.55737,Entire home/apt,111,30,50,2023-01-31,0.46,7,28,5,
3682024,Rental unit in Zurich · ★4.72 · 2 bedrooms · 3 beds · 2 baths,18715465,Joy,Kreis 7,Hottingen,47.36947,8.5569,Entire home/apt,221,3,54,2023-12-10,0.52,7,82,13,
3682156,Rental unit in Zürich · ★4.93 · 2 bedrooms · 3 beds · 2 baths,18715465,Joy,Kreis 7,Hottingen,47.36938,8.55729,Entire home/apt,180,30,81,2022-07-27,0.74,7,83,0,
3745895,Rental unit in Zurich · ★4.53 · Studio · 1 bed · 1 bath,10325499,Sari,Kreis 5,Escher Wyss,47.38733,8.52339,Entire home/apt,115,9,17,2022-09-19,0.15,1,354,0,
3813905,Rental unit in Zürich · ★4.87 · 1 bedroom · 1 bed · 1 bath,19610180,Rossana,Kreis 9,Altstetten,47.38055,8.48124,Entire home/apt,62,1,402,2023-12-14,3.91,17,345,73,
3814442,Rental unit in Zurich · ★4.81 · 2 bedrooms · 2 beds · 2.5 baths,18715465,Joy,Kreis 7,Hottingen,47.36956,8.55737,Entire home/apt,196,30,26,2023-01-02,0.23,7,89,2,
3814983,Rental unit in Zurich · ★4.85 · 3 bedrooms · 6 beds · 2 baths,18715465,Joy,Kreis 8,Weinegg,47.36231,8.55827,Entire home/apt,225,5,85,2023-10-31,0.75,7,52,25,
3815437,Rental unit in Zurich · ★4.95 · 3 bedrooms · 6 beds · 2 baths,18715465,Joy,Kreis 8,Weinegg,47.36231,8.55827,Entire home/apt,241,30,59,2023-06-27,0.54,7,68,4,
3872298,Rental unit in Zurich · ★4.71 · Studio · 1 bed · 1 bath,20002991,Mars,Kreis 9,Altstetten,47.38965,8.49178,Entire home/apt,95,10,58,2023-12-14,0.51,1,225,8,
3890636,Rental unit in Zurich · ★4.69 · 1 bedroom · 1 bed · 1 bath,19610180,Rossana,Kreis 4,Hard,47.37997,8.50702,Entire home/apt,95,1,580,2023-12-10,5.10,17,0,77,
3941358,Rental unit in Zurich · ★4.52 · Studio · 5 beds · 1 bath,13570663,Christian Robert,Kreis 8,Mühlebach,47.36365,8.54939,Entire home/apt,124,4,130,2023-09-22,1.15,35,364,5,
4145732,Rental unit in Zürich · ★4.85 · 1 bedroom · 1 bed · 1 bath,19610180,Rossana,Kreis 4,Hard,47.3800028,8.507072100000002,Entire home/apt,98,1,219,2023-12-04,2.00,17,0,49,
4195239,Serviced apartment in Zurich · ★4.37 · Studio · 1 bed · 1 bath,17484617,Marie,Kreis 7,Hirslanden,47.36051,8.5649,Entire home/apt,155,3,35,2019-05-29,0.33,22,0,0,
4201758,Serviced apartment in Zurich · ★4.71 · 1 bedroom · 1 bed · 1 bath,17484617,Marie,Kreis 7,Hirslanden,47.36051,8.5649,Entire home/apt,177,3,7,2021-10-25,0.06,22,0,0,
4201898,Serviced apartment in Zurich · ★4.43 · 2 bedrooms · 2 beds · 1 bath,17484617,Marie,Kreis 7,Hirslanden,47.36051,8.5649,Entire home/apt,330,3,44,2023-12-15,0.42,22,0,1,
4202724,Serviced apartment in Zurich · ★4.63 · 1 bedroom · 1 bed · 1 bath,17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,220,3,8,2021-11-14,0.07,22,0,0,
4222482,Serviced apartment in Zurich · ★4.20 · 1 bedroom · 1 bed · 1 bath,17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,285,3,5,2019-10-31,0.04,22,0,0,
4222657,Serviced apartment in Zurich · ★4.45 · 2 bedrooms · 2 beds · 1 bath,17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,440,3,29,2023-10-02,0.26,22,0,6,
4222997,Serviced apartment in Zurich · ★4.85 · 1 bedroom · 1 bed · 1 bath,17484617,Marie,Kreis 6,Unterstrass,47.38368,8.53995,Entire home/apt,198,7,13,2021-04-07,0.12,22,88,0,
4246456,Home in Zürich · ★4.42 · 1 bedroom · 1 bed · 1 shared bath,21714165,Katie,Kreis 1,Rathaus,47.37136,8.54351,Private room,59,1,1102,2023-12-26,10.18,3,59,166,
4281532,Serviced apartment in Zurich · ★4.33 · 1 bedroom · 1 bed · 1 bath,17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,285,3,3,2022-09-30,0.03,22,361,0,
4290893,Serviced apartment in Zurich · ★4.33 · 1 bedroom · 1 bed · 1 bath,17484617,Marie,Kreis 6,Unterstrass,47.38368,8.53995,Entire home/apt,220,7,6,2021-10-28,0.06,22,0,0,
4298448,Rental unit in Zurich · ★4.0 · 1 bedroom · 1 bed · Half-bath,9068489,Duygu,Kreis 7,Hottingen,47.37379,8.56275,Private room,90,2,21,2019-07-07,0.20,2,365,0,
4298896,Rental unit in Zürich · ★New · 3 bedrooms · 4 beds · 1.5 baths,9068489,Duygu,Kreis 7,Hottingen,47.3747439163099,8.562542621022416,Private room,300,1,0,,,2,269,0,
4315829,Townhouse in Zurich · ★4.95 · 1 bedroom · 1 bed · Shared half-bath,22404783,Silvia,Kreis 7,Witikon,47.35655,8.59939,Private room,95,2,75,2023-11-19,0.73,2,358,27,
4368558,Rental unit in Zurich · 1 bedroom · 2 beds · 1 bath,17455976,Simon,Kreis 4,Hard,47.38095,8.50514,Entire home/apt,113,100,2,2015-05-23,0.02,1,365,0,
4381761,Rental unit in Zürich · ★4.82 · 2 bedrooms · 4 beds · 1 bath,1926619,Stefan,Kreis 4,Langstrasse,47.3767,8.52546,Entire home/apt,850,1,66,2023-06-18,0.81,1,0,2,
4413887,Rental unit in Zurich · ★5.0 · Studio · 1 bed · 1 bath,22911763,Greg,Kreis 8,Seefeld,47.36035,8.54788,Entire home/apt,165,2,3,2015-03-06,0.03,1,0,0,
4425760,Rental unit in Zurich · ★4.95 · 2 bedrooms · 2 beds · 1 bath,2963607,Sandra,Kreis 6,Unterstrass,47.3901,8.53958,Entire home/apt,134,7,38,2023-08-18,0.35,1,18,3,
4460481,Rental unit in Zurich · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,12051025,Churyon,Kreis 9,Altstetten,47.38904,8.48716,Private room,63,3,110,2023-11-19,1.12,1,36,15,
4475762,Rental unit in Zürich · ★4.75 · 1 bedroom · 2 beds · 1 bath,3483049,Demian,Kreis 10,Wipkingen,47.39301,8.52938,Entire home/apt,78,89,12,2023-05-31,0.11,1,13,1,
4531677,Rental unit in Zurich · ★4.54 · 1 bedroom · 1 bed · 1.5 shared baths,7698073,Christos,Kreis 2,Enge,47.36123,8.53382,Private room,,1,13,2020-01-05,0.12,4,0,0,
4666089,Condo in Zürich · 1 bedroom · 1 bed · 1 shared bath,2598633,Antonio,Kreis 5,Gewerbeschule,47.38573,8.52743,Private room,190,1,0,,,1,87,0,
4666318,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,3477312,Gisela,Kreis 3,Alt-Wiedikon,47.35997772216797,8.522051811218262,Entire home/apt,182,6,42,2023-11-11,0.40,1,285,4,
4748384,Serviced apartment in Zurich · ★4.64 · 1 bedroom · 2 beds · 1.5 baths,24506494,EMA House,Kreis 6,Unterstrass,47.38417,8.54212,Entire home/apt,283,2,11,2023-12-03,0.13,19,352,7,
4796892,Home in Zürich · ★4.49 · 1 bedroom · 4 beds · 1 shared bath,21714165,Katie,Kreis 1,Rathaus,47.3714,8.54349,Private room,64,1,961,2023-12-26,8.75,3,68,149,
4797373,Rental unit in Zürich · ★4.68 · 2 bedrooms · 2 beds · 1 bath,21714165,Katie,Kreis 1,Rathaus,47.3714,8.54349,Entire home/apt,224,1,413,2023-12-26,3.75,3,87,72,
4836907,Rental unit in Zürich · ★4.71 · 1 bedroom · 1 bed · 1 bath,1372488,Jelisaveta Elizabeth,Kreis 5,Gewerbeschule,47.38692,8.52969,Entire home/apt,110,3,24,2023-10-01,0.22,1,51,1,
4850468,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,720175,Patrick,Kreis 11,Seebach,47.42615,8.54844,Entire home/apt,,5,1,2021-10-03,0.04,1,0,0,
4890227,Rental unit in Zürich · ★4.41 · 1 bedroom · 1 bed · 1 bath,24328500,Lars,Kreis 3,Alt-Wiedikon,47.36938,8.51342,Entire home/apt,94,1,21,2023-12-17,3.41,1,0,21,
4921250,Rental unit in Zürich · ★4.69 · 1 bedroom · 2 beds · 1 bath,25347589,Patricia,Kreis 6,Unterstrass,47.38637,8.54343,Entire home/apt,,3,87,2023-06-16,0.82,1,0,1,
4972606,Rental unit in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 bath,15987738,Christin,Kreis 6,Unterstrass,47.38251,8.54048,Entire home/apt,112,90,8,2023-05-24,0.61,1,87,5,
4997601,Rental unit in Zürich · 1 bedroom · 1 bed · 2 baths,25770172,Michael,Kreis 6,Unterstrass,47.39047,8.53631,Entire home/apt,380,3,1,2022-07-06,0.06,1,362,0,
